,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Shipment_ID,Return_Initiated,Counterfeit_Score
464,464,464,464,SH465,False,0.5
465,465,465,465,SH466,False,0.71
466,466,466,466,SH467,False,0.34
467,467,467,467,SH468,True,0.27
468,468,468,468,SH469,False,0.76
469,469,469,469,SH470,False,0.35
470,470,470,470,SH471,False,0.95
471,471,471,471,SH472,True,0.22
472,472,472,472,SH473,False,0.36
473,473,473,473,SH474,True,0.05
474,474,474,474,SH475,False,0.36
475,475,475,475,SH476,False,0.93
476,476,476,476,SH477,False,0.43
477,477,477,477,SH478,False,0.44
478,478,478,478,SH479,True,0.8
479,479,479,479,SH480,False,0.39
480,480,480,480,SH481,False,0.93
481,481,481,481,SH482,True,0.96
482,482,482,482,SH483,False,0.82
483,483,483,483,SH484,True,0.42
484,484,484,484,SH485,True,0.12
485,485,485,485,SH486,True,0.05
486,486,486,486,SH487,True,0.93
487,487,487,487,SH488,False,0.29
488,488,488,488,SH489,False,0.38
489,489,489,489,SH490,True,0.75
490,490,490,490,SH491,True,0.81
491,491,491,491,SH492,True,0.09
492,492,492,492,SH493,False,0.22
493,493,493,493,SH494,False,0.03
494,494,494,494,SH495,False,0.45
495,495,495,495,SH496,False,0.16
496,496,496,496,SH497,True,0.11
497,497,497,497,SH498,False,0.48
498,498,498,498,SH499,False,0.91
499,499,499,499,SH500,False,0.04
500,500,500,500,SH501,True,0.74
501,501,501,501,SH502,True,0.86
502,502,502,502,SH503,False,0.91
503,503,503,503,SH504,False,0.89
504,504,504,504,SH505,False,0.54
505,505,505,505,SH506,True,0.49
506,506,506,506,SH507,True,0.18
507,507,507,507,SH508,False,0.75
508,508,508,508,SH509,False,0.35
509,509,509,509,SH510,False,0.94
510,510,510,510,SH511,False,0.22
511,511,511,511,SH512,True,0.22
512,512,512,512,SH513,False,0.26
513,513,513,513,SH514,False,0.2
514,514,514,514,SH515,False,0.09
515,515,515,515,SH516,True,0.07
516,516,516,516,SH517,True,0.52
517,517,517,517,SH518,False,0.18
518,518,518,518,SH519,False,0.51
519,519,519,519,SH520,True,0.54
520,520,520,520,SH521,False,0.69
521,521,521,521,SH522,True,0.91
522,522,522,522,SH523,True,0.12
523,523,523,523,SH524,False,0.86
524,524,524,524,SH525,True,0.77
525,525,525,525,SH526,False,0.61
526,526,526,526,SH527,False,0.12
527,527,527,527,SH528,True,0.72
528,528,528,528,SH529,False,0.54
529,529,529,529,SH530,False,0.42
530,530,530,530,SH531,False,0.17
531,531,531,531,SH532,True,0.16
532,532,532,532,SH533,True,0.99
533,533,533,533,SH534,False,0.03
534,534,534,534,SH535,True,0.24
535,535,535,535,SH536,True,0.97
536,536,536,536,SH537,False,1.0
537,537,537,537,SH538,False,0.74
538,538,538,538,SH539,True,0.91
539,539,539,539,SH540,True,0.07
540,540,540,540,SH541,True,0.89
541,541,541,541,SH542,True,0.9
542,542,542,542,SH543,False,0.61
543,543,543,543,SH544,False,0.49
544,544,544,544,SH545,True,0.8
545,545,545,545,SH546,True,0.31
546,546,546,546,SH547,True,0.56
547,547,547,547,SH548,False,0.76
548,548,548,548,SH549,False,0.62
549,549,549,549,SH550,False,0.18
550,550,550,550,SH551,False,0.76
551,551,551,551,SH552,False,0.8
552,552,552,552,SH553,True,0.47
553,553,553,553,SH554,False,0.01
554,554,554,554,SH555,False,0.69
555,555,555,555,SH556,False,0.38
556,556,556,556,SH557,False,0.92
557,557,557,557,SH558,True,0.34
558,558,558,558,SH559,False,0.22
559,559,559,559,SH560,False,0.83
560,560,560,560,SH561,True,0.6
561,561,561,561,SH562,False,0.31
562,562,562,562,SH563,True,0.81
563,563,563,563,SH564,True,0.82
564,564,564,564,SH565,True,0.44
565,565,565,565,SH566,True,0.29
566,566,566,566,SH567,False,0.37
567,567,567,567,SH568,False,0.07
568,568,568,568,SH569,False,0.21
569,569,569,569,SH570,True,0.59
570,570,570,570,SH571,True,0.68
571,571,571,571,SH572,False,0.48
572,572,572,572,SH573,False,0.81
573,573,573,573,SH574,False,0.54
574,574,574,574,SH575,False,0.7
575,575,575,575,SH576,True,0.13
576,576,576,576,SH577,True,0.56
577,577,577,577,SH578,False,0.15
578,578,578,578,SH579,True,0.99
579,579,579,579,SH580,False,0.89
580,580,580,580,SH581,True,0.65
581,581,581,581,SH582,True,0.11
582,582,582,582,SH583,True,0.33
583,583,583,583,SH584,False,0.29
584,584,584,584,SH585,False,0.16
585,585,585,585,SH586,False,0.53
586,586,586,586,SH587,False,0.73
587,587,587,587,SH588,True,0.68
588,588,588,588,SH589,False,0.23
589,589,589,589,SH590,True,0.14
590,590,590,590,SH591,False,0.43
591,591,591,591,SH592,False,0.66
592,592,592,592,SH593,True,0.19
593,593,593,593,SH594,True,0.77
594,594,594,594,SH595,False,0.27
595,595,595,595,SH596,True,0.34
596,596,596,596,SH597,True,0.67
597,597,597,597,SH598,True,0.93
598,598,598,598,SH599,True,0.24
599,599,599,599,SH600,False,0.63
600,600,600,600,SH601,True,0.14
601,601,601,601,SH602,True,0.71
602,602,602,602,SH603,True,0.3
603,603,603,603,SH604,False,0.94
604,604,604,604,SH605,False,0.87
605,605,605,605,SH606,True,0.92
606,606,606,606,SH607,False,0.48
607,607,607,607,SH608,True,0.06
608,608,608,608,SH609,True,0.74
609,609,609,609,SH610,False,0.94
610,610,610,610,SH611,True,0.0
611,611,611,611,SH612,True,0.72
612,612,612,612,SH613,False,0.16
613,613,613,613,SH614,False,0.27
614,614,614,614,SH615,True,0.36
615,615,615,615,SH616,False,0.35
616,616,616,616,SH617,True,0.7
617,617,617,617,SH618,False,0.37
618,618,618,618,SH619,True,0.4
619,619,619,619,SH620,False,0.82
620,620,620,620,SH621,True,0.42
621,621,621,621,SH622,True,0.19
622,622,622,622,SH623,False,0.68
623,623,623,623,SH624,True,0.3
624,624,624,624,SH625,True,0.98
625,625,625,625,SH626,False,0.21
626,626,626,626,SH627,False,0.67
627,627,627,627,SH628,True,0.64
628,628,628,628,SH629,False,0.97
629,629,629,629,SH630,False,0.39
630,630,630,630,SH631,True,0.36
631,631,631,631,SH632,False,0.2
632,632,632,632,SH633,False,0.89
633,633,633,633,SH634,True,0.0
634,634,634,634,SH635,False,0.48
635,635,635,635,SH636,True,0.82
636,636,636,636,SH637,False,0.79
637,637,637,637,SH638,False,0.45
638,638,638,638,SH639,True,0.9
639,639,639,639,SH640,False,0.06
640,640,640,640,SH641,True,0.35
641,641,641,641,SH642,True,0.35
642,642,642,642,SH643,False,0.39
643,643,643,643,SH644,False,0.29
644,644,644,644,SH645,True,0.87
645,645,645,645,SH646,False,0.39
646,646,646,646,SH647,True,0.1
647,647,647,647,SH648,True,0.45
648,648,648,648,SH649,True,0.3
649,649,649,649,SH650,False,0.98
650,650,650,650,SH651,True,0.87
651,651,651,651,SH652,False,0.7
652,652,652,652,SH653,True,0.94
653,653,653,653,SH654,True,0.83
654,654,654,654,SH655,True,0.95
655,655,655,655,SH656,True,0.79
656,656,656,656,SH657,False,0.22
657,657,657,657,SH658,False,0.95
658,658,658,658,SH659,True,0.41
659,659,659,659,SH660,True,0.13
660,660,660,660,SH661,True,0.82
661,661,661,661,SH662,True,0.45
662,662,662,662,SH663,True,0.92
663,663,663,663,SH664,False,0.3
664,664,664,664,SH665,True,0.93
665,665,665,665,SH666,True,0.68
666,666,666,666,SH667,True,0.43
667,667,667,667,SH668,False,0.18
668,668,668,668,SH669,False,0.22
669,669,669,669,SH670,True,0.18
670,670,670,670,SH671,True,0.62
671,671,671,671,SH672,True,0.05
672,672,672,672,SH673,False,0.85
673,673,673,673,SH674,True,0.75
674,674,674,674,SH675,True,0.58
675,675,675,675,SH676,False,0.61
676,676,676,676,SH677,True,0.98
677,677,677,677,SH678,True,0.88
678,678,678,678,SH679,False,0.39
679,679,679,679,SH680,False,0.97
680,680,680,680,SH681,True,0.02
681,681,681,681,SH682,False,0.42
682,682,682,682,SH683,True,0.62
683,683,683,683,SH684,False,0.92
684,684,684,684,SH685,True,0.95
685,685,685,685,SH686,True,0.53
686,686,686,686,SH687,True,0.57
687,687,687,687,SH688,False,0.57
688,688,688,688,SH689,False,0.06
689,689,689,689,SH690,False,0.82
690,690,690,690,SH691,True,0.81
691,691,691,691,SH692,True,0.35
692,692,692,692,SH693,False,0.38
693,693,693,693,SH694,False,0.7
694,694,694,694,SH695,False,0.18
695,695,695,695,SH696,True,0.74
696,696,696,696,SH697,False,0.81
697,697,697,697,SH698,True,0.47
698,698,698,698,SH699,True,0.62
699,699,699,699,SH700,False,0.16
700,700,700,700,SH701,False,0.46
701,701,701,701,SH702,True,0.82
702,702,702,702,SH703,False,0.4
703,703,703,703,SH704,True,0.07
704,704,704,704,SH705,False,0.89
705,705,705,705,SH706,True,0.84
706,706,706,706,SH707,True,0.68
707,707,707,707,SH708,False,0.56
708,708,708,708,SH709,False,0.34
709,709,709,709,SH710,False,0.01
710,710,710,710,SH711,False,0.71
711,711,711,711,SH712,True,0.33
712,712,712,712,SH713,False,0.27
713,713,713,713,SH714,False,0.21
714,714,714,714,SH715,True,0.66
715,715,715,715,SH716,False,0.09
716,716,716,716,SH717,False,0.51
717,717,717,717,SH718,True,0.14
718,718,718,718,SH719,True,0.46
719,719,719,719,SH720,True,0.12
720,720,720,720,SH721,False,0.75
721,721,721,721,SH722,True,0.35
722,722,722,722,SH723,False,0.64
723,723,723,723,SH724,False,0.07
724,724,724,724,SH725,True,0.71
725,725,725,725,SH726,True,0.44
726,726,726,726,SH727,True,0.24
727,727,727,727,SH728,False,0.61
728,728,728,728,SH729,True,0.36
729,729,729,729,SH730,False,0.37
730,730,730,730,SH731,False,0.32
731,731,731,731,SH732,True,0.97
732,732,732,732,SH733,False,0.98
733,733,733,733,SH734,True,0.24
734,734,734,734,SH735,True,0.51
735,735,735,735,SH736,True,0.68
736,736,736,736,SH737,False,0.88
737,737,737,737,SH738,False,0.55
738,738,738,738,SH739,True,0.08
739,739,739,739,SH740,True,0.55
740,740,740,740,SH741,False,0.94
741,741,741,741,SH742,False,0.68
742,742,742,742,SH743,False,0.47
743,743,743,743,SH744,True,0.56
744,744,744,744,SH745,True,0.44
745,745,745,745,SH746,True,0.34
746,746,746,746,SH747,False,0.81
747,747,747,747,SH748,True,0.14
748,748,748,748,SH749,False,0.68
749,749,749,749,SH750,True,0.8
750,750,750,750,SH751,True,0.13
751,751,751,751,SH752,True,0.59
752,752,752,752,SH753,True,0.35
753,753,753,753,SH754,True,0.84
754,754,754,754,SH755,False,0.32
755,755,755,755,SH756,False,0.39
756,756,756,756,SH757,False,0.61
757,757,757,757,SH758,False,0.86
758,758,758,758,SH759,False,0.68
759,759,759,759,SH760,False,0.99
760,760,760,760,SH761,True,0.77
761,761,761,761,SH762,True,0.46
762,762,762,762,SH763,True,0.64
763,763,763,763,SH764,False,0.25
764,764,764,764,SH765,True,0.4
765,765,765,765,SH766,False,0.4
766,766,766,766,SH767,False,0.34
767,767,767,767,SH768,False,0.86
768,768,768,768,SH769,False,0.83
769,769,769,769,SH770,True,0.92
770,770,770,770,SH771,False,0.31
