User_ID,Account_Age,Email_Verified,Phone_Verified,Total_Products_Ordered,Return_Attempts,Successful_Returns,Complaints_Raised,Complaints_Refuted,Frequent_Location,Total_Reviews_Written,Legitimacy_Score,Normalized_Legitimacy_Score
U168,5,False,False,10,4,10,10,0,Harveymouth,41,-38,0.25770308123249297
U169,3,True,False,97,18,5,16,3,New Nicholastown,83,74,0.41456582633053224
U170,7,False,True,80,16,10,7,14,Perezmouth,77,198,0.5882352941176471
U171,9,True,True,23,16,2,5,12,Madisonchester,36,139,0.5056022408963585
U172,7,True,False,141,17,5,10,1,West Robert,31,77,0.41876750700280113
U173,9,True,True,158,16,6,13,6,Lake Stanley,15,114,0.47058823529411764
U174,5,True,False,53,3,13,11,1,Lake Frederickfort,7,-19,0.28431372549019607
U175,1,False,True,88,11,0,10,10,New Kimberly,32,99,0.4495798319327731
U176,5,False,False,150,19,15,18,11,Christopherfort,60,30,0.35294117647058826
U177,3,True,True,18,13,9,4,2,Jenniferfurt,12,35,0.3599439775910364
U178,2,True,False,139,9,0,6,6,Port Paulport,14,146,0.5154061624649859
U179,3,True,False,35,1,18,12,3,West Sonya,77,99,0.4495798319327731
U180,5,True,True,147,14,17,8,11,Jacksonmouth,17,162,0.5378151260504201
U181,7,True,True,160,13,19,9,17,West Christopherview,91,348,0.7983193277310925
U182,1,True,True,28,7,12,1,11,East Jo,72,260,0.6750700280112045
U183,5,True,True,45,3,5,3,8,New Dianetown,66,272,0.6918767507002801
U184,5,True,False,131,5,9,17,14,New Jenniferbury,3,54,0.3865546218487395
U185,9,True,False,34,16,1,7,11,Veronicatown,19,43,0.3711484593837535
U186,8,False,False,191,4,4,18,8,Penamouth,80,199,0.5896358543417367
U187,4,False,True,164,19,2,19,18,Debraton,22,67,0.40476190476190477
U188,4,True,True,72,16,1,8,19,Faulknerhaven,18,149,0.5196078431372549
U189,2,False,True,41,19,7,9,16,Amandahaven,32,40,0.36694677871148457
U190,7,True,True,182,7,3,6,13,South Michaelton,81,422,0.9019607843137255
U191,6,True,True,70,16,7,17,5,Bryantland,42,27,0.3487394957983193
U192,4,False,False,9,7,6,2,1,Spearsstad,47,49,0.3795518207282913
U193,2,True,False,183,14,13,15,8,West Christine,75,181,0.5644257703081232
U194,8,False,False,0,9,0,2,3,Amandaland,46,58,0.39215686274509803
U195,9,True,False,97,1,5,7,6,South Jamie,61,232,0.6358543417366946
U196,4,False,True,63,17,17,15,15,West Susanberg,38,3,0.31512605042016806
U197,4,False,False,122,17,6,10,11,New Lindachester,13,14,0.33053221288515405
U198,3,True,False,139,13,17,13,15,Davisside,54,149,0.5196078431372549
U199,9,False,False,73,14,3,19,2,Taylorstad,26,-113,0.15266106442577032
U200,2,False,True,73,3,9,11,6,Johnsonfurt,95,204,0.5966386554621849
U201,7,False,False,59,17,11,3,6,Michaelmouth,36,38,0.3641456582633053
U202,5,True,True,122,15,15,0,13,East Kevin,34,260,0.6750700280112045
U203,3,False,False,107,0,11,5,4,Port Tylerton,32,125,0.48599439775910364
U204,4,True,True,4,7,13,11,15,North John,99,214,0.6106442577030813
U205,9,False,False,103,0,13,14,11,Andrewmouth,71,152,0.5238095238095238
U206,4,False,True,186,17,15,1,15,North Devin,94,382,0.84593837535014
U207,9,True,False,162,8,7,9,16,Maryfort,97,360,0.8151260504201681
U208,5,False,False,185,18,6,2,19,Noahport,62,292,0.7198879551820728
U209,9,False,False,197,7,13,18,3,South Michael,83,155,0.5280112044817927
U210,6,False,False,95,15,16,5,16,East Alicia,37,104,0.4565826330532213
U211,6,True,True,34,17,11,3,8,Melissaborough,15,79,0.4215686274509804
U212,8,False,False,78,13,8,16,6,Shanemouth,75,33,0.35714285714285715
U213,4,False,True,16,3,0,6,10,North Kelly,12,73,0.41316526610644255
U214,1,False,False,140,16,1,18,9,New Carrieborough,77,79,0.4215686274509804
U215,8,False,False,56,0,15,15,11,Port Rodneyside,34,15,0.3319327731092437
U216,8,True,False,163,6,15,16,15,Port Michael,2,88,0.4341736694677871
U217,5,True,False,100,11,4,19,11,East Ronald,29,20,0.3389355742296919
U218,1,False,True,105,9,5,4,12,Katherinemouth,60,242,0.6498599439775911
U219,5,False,False,138,19,2,18,11,Lake Tony,12,-52,0.23809523809523808
U220,4,True,False,14,18,9,1,17,Davidfort,2,43,0.3711484593837535
U221,2,False,True,47,12,12,3,16,Port Kelly,6,79,0.4215686274509804
U222,1,False,False,28,17,10,18,13,New Dawn,49,-92,0.18207282913165265
U223,1,True,False,81,5,9,17,14,North Thomasburgh,75,140,0.5070028011204482
U224,2,False,True,13,8,14,18,19,Aaronport,91,96,0.44537815126050423
U225,8,False,True,154,4,11,12,11,Williamsmouth,1,115,0.47198879551820727
U226,4,True,False,46,11,6,10,7,East Elizabethstad,95,162,0.5378151260504201
U227,7,True,False,132,16,8,13,11,Jessicastad,31,87,0.4327731092436975
U228,8,False,True,82,19,2,18,2,East Katherinestad,16,-89,0.18627450980392157
U229,9,True,False,154,3,13,13,15,Kennethville,75,276,0.6974789915966386
U230,9,False,True,3,15,14,8,19,Haydenberg,75,133,0.49719887955182074
U231,4,False,False,83,0,17,7,8,Jameschester,0,27,0.3487394957983193
U232,2,True,False,123,7,16,5,1,Rosston,51,167,0.5448179271708683
U233,5,True,True,28,12,1,17,13,West Meganland,89,149,0.5196078431372549
U234,6,True,True,118,10,3,6,9,Wagnerfort,12,183,0.5672268907563025
U235,9,True,True,110,13,11,19,8,West Jenniferfurt,40,71,0.4103641456582633
U236,3,True,True,158,5,0,11,11,Rebeccatown,29,242,0.6498599439775911
U237,3,True,False,30,11,18,18,4,Jessicahaven,31,-103,0.16666666666666666
U238,1,True,False,39,18,5,3,5,Aaronborough,6,-2,0.3081232492997199
U239,9,True,False,35,11,4,14,11,Colonville,33,21,0.3403361344537815
U240,1,False,True,19,3,19,13,19,Matthewville,62,107,0.46078431372549017
U241,6,False,True,156,14,9,18,16,Port Justinstad,59,148,0.5182072829131653
U242,2,True,False,197,9,19,7,10,Lake Randyburgh,2,152,0.5238095238095238
U243,7,False,False,100,17,15,8,12,West Jamesfurt,84,147,0.5168067226890757
U244,1,True,False,36,3,8,18,16,Jacksonborough,37,31,0.3543417366946779
U245,2,False,False,138,5,19,12,0,New Donald,67,93,0.4411764705882353
U246,6,False,False,151,2,11,14,17,Jamesfort,84,244,0.6526610644257703
U247,7,False,True,18,19,19,11,9,East Benjamin,58,0,0.31092436974789917
U248,7,True,False,16,5,13,15,17,Ritaview,21,6,0.31932773109243695
U249,7,True,False,70,13,19,9,13,New Michael,43,92,0.43977591036414565
U250,7,False,False,111,19,9,5,16,Christensenview,4,50,0.38095238095238093
U251,4,True,True,96,14,19,10,19,South Angelaland,82,255,0.6680672268907563
U252,2,True,True,69,5,16,10,15,Lake Pamelashire,90,271,0.6904761904761905
U253,4,False,True,159,11,2,4,13,North Nicholasberg,31,245,0.65406162464986
U254,5,False,True,25,11,17,6,3,Kingfurt,57,65,0.4019607843137255
U255,3,False,True,107,0,8,19,18,North Austin,21,89,0.43557422969187676
U256,7,True,True,155,12,5,19,1,Keithside,7,28,0.35014005602240894
U257,9,True,False,50,11,19,2,7,Johnsonfurt,37,114,0.47058823529411764
U258,3,True,False,87,12,2,18,15,Knappport,16,6,0.31932773109243695
U259,7,False,False,56,2,4,11,13,Chavezfort,44,95,0.44397759103641454
U260,7,False,False,102,19,18,18,18,West Robintown,22,-61,0.22549019607843138
U261,8,False,True,93,16,13,0,17,Sarahside,17,172,0.5518207282913166
U262,7,True,False,134,4,19,11,13,Deborahland,85,265,0.6820728291316527
U263,9,False,False,85,0,8,11,12,East Samuel,33,103,0.45518207282913165
U264,5,True,False,194,13,3,13,16,Geoffreyside,31,195,0.5840336134453782
U265,8,False,False,73,16,4,8,13,Annstad,11,8,0.32212885154061627
U266,8,True,False,114,1,3,4,12,Port Aprilland,30,249,0.6596638655462185
U267,1,False,False,196,6,8,16,14,Davisview,57,176,0.5574229691876751
U268,8,False,False,168,12,4,1,17,New Jeremyville,75,341,0.788515406162465
U269,2,False,True,61,11,6,3,8,Kristiechester,26,110,0.4649859943977591
U270,2,False,True,119,15,15,11,4,New Charleshaven,62,102,0.453781512605042
U271,1,True,False,95,0,14,0,1,Lake Katieside,99,322,0.7619047619047619
U272,3,True,True,188,12,1,16,12,Crystalshire,94,320,0.7591036414565826
U273,1,True,False,37,19,6,19,6,Saraside,17,-144,0.1092436974789916
U274,3,True,False,6,14,15,0,9,West Brettville,10,27,0.3487394957983193
U275,5,True,False,111,13,17,5,12,Parkton,20,122,0.48179271708683474
U276,6,False,False,172,13,13,5,7,South Michelle,36,150,0.5210084033613446
U277,6,False,False,193,14,8,9,8,West Juanport,55,179,0.561624649859944
U278,2,True,True,5,7,4,8,19,New Robertfurt,29,139,0.5056022408963585
U279,9,True,False,10,9,6,17,11,Conleychester,88,82,0.4257703081232493
U280,1,True,True,128,19,4,2,19,Lake Steven,7,216,0.6134453781512605
U281,7,True,False,124,14,5,13,16,Christineberg,99,256,0.6694677871148459
U282,9,True,True,41,14,2,5,18,Port Ashleyton,98,321,0.7605042016806722
U283,3,True,True,129,7,18,10,3,Lake Jonathanburgh,89,257,0.6708683473389355
U284,8,False,False,71,5,16,4,4,Aprilland,5,20,0.3389355742296919
U285,8,False,True,60,0,11,14,0,Collinshaven,92,148,0.5182072829131653
U286,6,False,True,150,1,15,5,0,Rachelmouth,47,221,0.6204481792717087
U287,8,False,True,185,14,10,0,16,Michelleside,43,327,0.7689075630252101
U288,6,True,False,79,12,9,2,16,Huntborough,27,177,0.5588235294117647
U289,7,True,True,119,8,2,18,9,East Jessica,7,68,0.4061624649859944
U290,6,True,False,37,9,5,17,6,Harperbury,81,66,0.40336134453781514
U291,4,True,True,23,10,2,16,10,Port Bruceport,29,25,0.34593837535014005
U292,3,True,False,29,4,13,11,14,Kathrynfurt,11,21,0.3403361344537815
U293,5,False,True,10,17,14,11,18,North Ricardo,85,107,0.46078431372549017
U294,1,False,True,3,6,0,7,16,Danielsville,4,43,0.3711484593837535
U295,7,True,True,194,7,15,3,16,East Denise,91,475,0.9761904761904762
U296,7,True,False,16,17,0,8,18,North Ricardoton,78,161,0.5364145658263305
U297,7,False,False,122,11,13,16,7,North Adam,79,88,0.4341736694677871
U298,7,False,True,148,16,0,12,3,Turnerview,49,125,0.48599439775910364
U299,1,True,True,163,7,2,3,16,Dawntown,98,472,0.9719887955182073
U300,9,False,True,25,5,18,5,5,Bergburgh,74,155,0.5280112044817927
U301,4,False,False,108,8,16,16,1,North Yolanda,12,-87,0.18907563025210083
U302,5,True,True,189,5,15,11,14,Bishophaven,50,304,0.7366946778711485
U303,4,True,False,4,16,0,13,9,South Lauramouth,95,87,0.4327731092436975
U304,8,True,False,42,12,8,16,12,Lake Bryan,95,122,0.48179271708683474
U305,8,False,False,197,13,6,6,2,Lake Robert,6,98,0.4481792717086835
U306,7,True,False,144,3,19,1,5,Vasquezmouth,84,338,0.7843137254901961
U307,5,True,False,168,4,19,9,11,New Jeffrey,91,317,0.7549019607843137
U308,4,True,True,140,5,4,8,12,Lake Kennethside,63,321,0.7605042016806722
U309,2,True,True,45,3,10,13,9,South Stevenchester,39,107,0.46078431372549017
U310,5,False,True,77,8,7,16,11,New Sarah,19,16,0.3333333333333333
U311,1,True,False,109,17,7,12,10,Douglasmouth,67,126,0.48739495798319327
U312,6,False,False,76,1,14,7,6,Vasquezton,50,115,0.47198879551820727
U313,4,False,True,64,15,18,0,5,Lake Jenniferfort,88,212,0.6078431372549019
U314,1,True,False,143,10,16,9,6,Port Blake,43,139,0.5056022408963585
U315,8,False,False,28,17,9,12,15,Davisbury,56,8,0.32212885154061627
U316,9,False,True,137,18,8,15,4,New Paula,35,39,0.36554621848739494
U317,3,True,False,39,6,1,18,7,North John,92,102,0.453781512605042
U318,7,True,False,163,7,4,3,19,West Kathy,52,353,0.8053221288515406
U319,5,True,False,162,4,9,10,15,Lake Shawn,3,165,0.542016806722689
U320,2,True,False,54,5,16,16,8,Helenville,80,91,0.438375350140056
U321,1,False,False,127,17,15,13,3,Scottshire,13,-75,0.20588235294117646
U322,3,False,True,45,11,8,6,11,Port Michael,40,105,0.4579831932773109
U323,1,True,False,121,9,4,15,13,Terryville,63,161,0.5364145658263305
U324,3,False,True,171,13,12,15,19,Smithborough,51,185,0.5700280112044818
U325,8,False,False,162,15,14,0,7,North Gerald,81,272,0.6918767507002801
U326,9,False,False,120,13,19,19,4,New Ashlee,0,-135,0.12184873949579832
U327,8,False,True,173,14,4,17,4,Smithton,22,55,0.38795518207282914
U328,2,True,True,191,8,18,1,8,Anthonyhaven,50,349,0.7997198879551821
U329,1,False,False,190,3,10,1,16,West William,13,253,0.665266106442577
U330,1,False,False,48,0,17,4,4,Thompsonville,32,60,0.3949579831932773
U331,2,False,False,189,15,10,11,4,Lambertport,74,156,0.5294117647058824
U332,5,False,True,35,14,7,9,1,West Patriciaside,85,96,0.44537815126050423
U333,2,False,True,174,1,4,12,13,Port Michael,60,280,0.7030812324929971
U334,9,False,True,142,6,11,0,0,New Jonathan,82,322,0.7619047619047619
U335,2,False,True,190,12,16,7,17,Melanieport,48,263,0.6792717086834734
U336,9,True,True,145,12,15,2,8,Smithmouth,53,299,0.7296918767507002
U337,3,True,True,107,19,5,16,18,Harperland,96,230,0.6330532212885154
U338,8,False,False,112,19,14,0,16,Franklinville,11,107,0.46078431372549017
U339,8,False,True,184,16,6,0,1,South Alicia,58,279,0.7016806722689075
U340,7,False,False,47,3,18,10,11,Darrellport,81,127,0.4887955182072829
U341,2,True,True,193,3,5,16,0,North Edwardstad,77,266,0.6834733893557423
U342,4,False,True,50,6,19,10,7,Kristiehaven,24,23,0.3431372549019608
U343,1,False,False,147,9,1,3,19,Lake Heatherborough,51,269,0.6876750700280112
U344,7,False,False,191,5,18,7,12,Port Michaeltown,61,256,0.6694677871148459
U345,6,True,True,36,11,16,1,18,Port Arielside,38,217,0.6148459383753502
U346,8,True,False,8,2,15,7,18,Kellychester,66,186,0.5714285714285714
U347,6,False,True,182,7,16,8,10,Mccallside,84,315,0.7521008403361344
U348,3,False,True,173,11,7,15,7,North Sherry,77,199,0.5896358543417367
U349,5,True,True,63,16,7,13,16,Port Jonberg,45,119,0.47759103641456585
U350,2,True,False,106,9,10,3,11,South Jessicafurt,37,194,0.5826330532212886
U351,2,False,True,126,5,19,1,17,Shannonborough,65,322,0.7619047619047619
U352,3,True,True,88,16,8,11,19,North John,19,121,0.4803921568627451
U353,1,False,False,66,10,13,14,6,Steveland,20,-78,0.20168067226890757
